time,open,high,low,close,volume,close_time,quote_asset_volume
1766617200000,123.28,123.33,122.91,123.09,3002.882,1766618100000,369509.01
1766617200000,123.28,123.33,122.91,123.09,3002.882,1766618100000,369509.01
1766617200000,123.28,123.33,122.91,123.09,3002.882,1766618100000,369509.01
1766617200000,123.28,123.33,122.91,123.09,3002.882,1766618100000,369509.01
1766618100000,123.09,123.12,122.69,122.73,5248.667,1766619000000,645067.04
1766618100000,123.09,123.12,122.69,122.73,5248.667,1766619000000,645067.04
1766618100000,123.09,123.12,122.69,122.73,5248.667,1766619000000,645067.04
1766618100000,123.09,123.12,122.69,122.73,5248.667,1766619000000,645067.04
1766618100000,123.09,123.12,122.69,122.73,5248.667,1766619000000,645067.04
1766619000000,122.73,122.85,122.62,122.71,2309.912,1766619900000,283506.64
1766619000000,122.73,122.85,122.62,122.71,2309.912,1766619900000,283506.64
1766619000000,122.73,122.85,122.62,122.71,2309.912,1766619900000,283506.64
1766619000000,122.73,122.85,122.62,122.71,2309.912,1766619900000,283506.64
1766619000000,122.73,122.85,122.62,122.71,2309.912,1766619900000,283506.64
1766619900000,122.71,122.79,122.44,122.53,2839.789,1766620800000,348172.75
1766619900000,122.71,122.79,122.44,122.53,2839.789,1766620800000,348172.75
1766619900000,122.71,122.79,122.44,122.53,2839.789,1766620800000,348172.75
1766619900000,122.71,122.79,122.44,122.53,2839.789,1766620800000,348172.75
1766619900000,122.71,122.79,122.44,122.53,2839.789,1766620800000,348172.75
1766620800000,122.53,122.55,122.35,122.5,3939.776,1766621700000,482420.03
1766620800000,122.53,122.55,122.35,122.5,3939.776,1766621700000,482420.03
1766620800000,122.53,122.55,122.35,122.5,3939.776,1766621700000,482420.03
1766620800000,122.53,122.55,122.35,122.5,3939.776,1766621700000,482420.03
1766620800000,122.53,122.55,122.35,122.5,3939.776,1766621700000,482420.03
1766621700000,122.5,122.72,122.37,122.38,2414.369,1766622600000,295877
1766621700000,122.5,122.72,122.37,122.38,2414.369,1766622600000,295877
1766621700000,122.5,122.72,122.37,122.38,2414.369,1766622600000,295877
1766621700000,122.5,122.72,122.37,122.38,2414.369,1766622600000,295877
1766621700000,122.5,122.72,122.37,122.38,2414.369,1766622600000,295877
1766622600000,122.38,122.63,122.22,122.24,2500.319,1766623500000,306035.56
1766622600000,122.38,122.63,122.22,122.24,2500.319,1766623500000,306035.56
1766622600000,122.38,122.63,122.22,122.24,2500.319,1766623500000,306035.56
1766622600000,122.38,122.63,122.22,122.24,2500.319,1766623500000,306035.56
1766622600000,122.38,122.63,122.22,122.24,2500.319,1766623500000,306035.56
1766623500000,122.24,122.39,122.09,122.18,3490.489,1766624400000,426676.28
1766623500000,122.24,122.39,122.09,122.18,3490.489,1766624400000,426676.28
1766623500000,122.24,122.39,122.09,122.18,3490.489,1766624400000,426676.28
1766623500000,122.24,122.39,122.09,122.18,3490.489,1766624400000,426676.28
1766623500000,122.24,122.39,122.09,122.18,3490.489,1766624400000,426676.28
1766624400000,122.18,122.38,122.14,122.37,1530.108,1766625300000,187017.98
1766624400000,122.18,122.38,122.14,122.37,1530.108,1766625300000,187017.98
1766624400000,122.18,122.38,122.14,122.37,1530.108,1766625300000,187017.98
1766624400000,122.18,122.38,122.14,122.37,1530.108,1766625300000,187017.98
1766624400000,122.18,122.38,122.14,122.37,1530.108,1766625300000,187017.98
1766625300000,122.37,122.56,122.28,122.5,3049.613,1766626200000,373444.2
1766625300000,122.37,122.56,122.28,122.5,3049.613,1766626200000,373444.2
1766625300000,122.37,122.56,122.28,122.5,3049.613,1766626200000,373444.2
1766625300000,122.37,122.56,122.28,122.5,3049.613,1766626200000,373444.2
1766625300000,122.37,122.56,122.28,122.5,3049.613,1766626200000,373444.2
1766626200000,122.5,122.68,122.28,122.67,2205.757,1766627100000,270183.26
1766626200000,122.5,122.68,122.28,122.67,2205.757,1766627100000,270183.26
1766626200000,122.5,122.68,122.28,122.67,2205.757,1766627100000,270183.26
1766626200000,122.5,122.68,122.28,122.67,2205.757,1766627100000,270183.26
1766626200000,122.5,122.68,122.28,122.67,2205.757,1766627100000,270183.26
1766627100000,122.67,122.79,122.59,122.74,2378.18,1766628000000,291798.9
1766627100000,122.67,122.79,122.59,122.74,2378.18,1766628000000,291798.9
1766627100000,122.67,122.79,122.59,122.74,2378.18,1766628000000,291798.9
1766627100000,122.67,122.79,122.59,122.74,2378.18,1766628000000,291798.9
1766627100000,122.67,122.79,122.59,122.74,2378.18,1766628000000,291798.9
1766628000000,122.74,122.79,122.46,122.72,3944.865,1766628900000,483916.98
1766628000000,122.74,122.79,122.46,122.72,3944.865,1766628900000,483916.98
1766628000000,122.74,122.79,122.46,122.72,3944.865,1766628900000,483916.98
1766628000000,122.74,122.79,122.46,122.72,3944.865,1766628900000,483916.98
1766628000000,122.74,122.79,122.46,122.72,3944.865,1766628900000,483916.98
1766628900000,122.72,122.86,122.7,122.82,1936.84,1766629800000,237796.17
1766628900000,122.72,122.86,122.7,122.82,1936.84,1766629800000,237796.17
1766628900000,122.72,122.86,122.7,122.82,1936.84,1766629800000,237796.17
1766628900000,122.72,122.86,122.7,122.82,1936.84,1766629800000,237796.17
1766628900000,122.72,122.86,122.7,122.82,1936.84,1766629800000,237796.17
1766629800000,122.82,123.16,122.81,123.08,2452.92,1766630700000,301632.94
1766629800000,122.82,123.16,122.81,123.08,2452.92,1766630700000,301632.94
1766629800000,122.82,123.16,122.81,123.08,2452.92,1766630700000,301632.94
1766629800000,122.82,123.16,122.81,123.08,2452.92,1766630700000,301632.94
1766629800000,122.82,123.16,122.81,123.08,2452.92,1766630700000,301632.94
1766630700000,123.08,123.18,122.95,123.06,3265.591,1766631600000,401784.59
1766630700000,123.08,123.18,122.95,123.06,3265.591,1766631600000,401784.59
1766630700000,123.08,123.18,122.95,123.06,3265.591,1766631600000,401784.59
1766630700000,123.08,123.18,122.95,123.06,3265.591,1766631600000,401784.59
1766630700000,123.08,123.18,122.95,123.06,3265.591,1766631600000,401784.59
1766631600000,123.06,123.1,122.8,123,3420.844,1766632500000,420608.91
1766631600000,123.06,123.1,122.8,123,3420.844,1766632500000,420608.91
1766631600000,123.06,123.1,122.8,123,3420.844,1766632500000,420608.91
1766631600000,123.06,123.1,122.8,123,3420.844,1766632500000,420608.91
1766631600000,123.06,123.1,122.8,123,3420.844,1766632500000,420608.91
1766632500000,123,123.14,122.82,122.86,5214.517,1766633400000,641342.28
1766632500000,123,123.14,122.82,122.86,5214.517,1766633400000,641342.28
1766632500000,123,123.14,122.82,122.86,5214.517,1766633400000,641342.28
1766632500000,123,123.14,122.82,122.86,5214.517,1766633400000,641342.28
1766632500000,123,123.14,122.82,122.86,5214.517,1766633400000,641342.28
1766633400000,122.86,122.87,122.61,122.64,2681.821,1766634300000,329078.04
1766633400000,122.86,122.87,122.61,122.64,2681.821,1766634300000,329078.04
1766633400000,122.86,122.87,122.61,122.64,2681.821,1766634300000,329078.04
1766633400000,122.86,122.87,122.61,122.64,2681.821,1766634300000,329078.04
1766633400000,122.86,122.87,122.61,122.64,2681.821,1766634300000,329078.04
1766634300000,122.64,122.75,122.56,122.69,2847.54,1766635200000,349224.7
1766634300000,122.64,122.75,122.56,122.69,2847.54,1766635200000,349224.7
1766634300000,122.64,122.75,122.56,122.69,2847.54,1766635200000,349224.7
1766634300000,122.64,122.75,122.56,122.69,2847.54,1766635200000,349224.7
1766634300000,122.64,122.75,122.56,122.69,2847.54,1766635200000,349224.7
1766635200000,122.69,122.79,122.62,122.69,1622.307,1766636100000,199035.93
1766635200000,122.69,122.79,122.62,122.69,1622.307,1766636100000,199035.93
1766635200000,122.69,122.79,122.62,122.69,1622.307,1766636100000,199035.93
1766635200000,122.69,122.79,122.62,122.69,1622.307,1766636100000,199035.93
1766635200000,122.69,122.79,122.62,122.69,1622.307,1766636100000,199035.93
1766636100000,122.69,122.86,122.66,122.67,1522.509,1766637000000,186913.07
1766636100000,122.69,122.86,122.66,122.67,1522.509,1766637000000,186913.07
1766636100000,122.69,122.86,122.66,122.67,1522.509,1766637000000,186913.07
1766636100000,122.69,122.86,122.66,122.67,1522.509,1766637000000,186913.07
1766636100000,122.69,122.86,122.66,122.67,1522.509,1766637000000,186913.07
1766637000000,122.67,122.73,122.59,122.68,2230.841,1766637900000,273639.98
1766637000000,122.67,122.73,122.59,122.68,2230.841,1766637900000,273639.98
1766637000000,122.67,122.73,122.59,122.68,2230.841,1766637900000,273639.98
1766637000000,122.67,122.73,122.59,122.68,2230.841,1766637900000,273639.98
1766637000000,122.67,122.73,122.59,122.68,2230.841,1766637900000,273639.98
1766637900000,122.68,122.83,122.61,122.78,1257.699,1766638800000,154355.35
1766637900000,122.68,122.83,122.61,122.78,1257.699,1766638800000,154355.35
1766637900000,122.68,122.83,122.61,122.78,1257.699,1766638800000,154355.35
1766637900000,122.68,122.83,122.61,122.78,1257.699,1766638800000,154355.35
1766637900000,122.68,122.83,122.61,122.78,1257.699,1766638800000,154355.35
1766638800000,122.78,122.78,122.39,122.4,3722.945,1766639700000,456151.25
1766638800000,122.78,122.78,122.39,122.4,3722.945,1766639700000,456151.25
1766638800000,122.78,122.78,122.39,122.4,3722.945,1766639700000,456151.25
1766638800000,122.78,122.78,122.39,122.4,3722.945,1766639700000,456151.25
1766638800000,122.78,122.78,122.39,122.4,3722.945,1766639700000,456151.25
1766639700000,122.4,122.57,122.38,122.44,4239.651,1766640600000,519259.11
1766639700000,122.4,122.57,122.38,122.44,4239.651,1766640600000,519259.11
1766639700000,122.4,122.57,122.38,122.44,4239.651,1766640600000,519259.11
1766639700000,122.4,122.57,122.38,122.44,4239.651,1766640600000,519259.11
1766639700000,122.4,122.57,122.38,122.44,4239.651,1766640600000,519259.11
1766640600000,122.44,122.55,122.21,122.3,6848.86,1766641500000,837977.77
1766640600000,122.44,122.55,122.21,122.3,6848.86,1766641500000,837977.77
1766640600000,122.44,122.55,122.21,122.3,6848.86,1766641500000,837977.77
1766640600000,122.44,122.55,122.21,122.3,6848.86,1766641500000,837977.77
1766640600000,122.44,122.55,122.21,122.3,6848.86,1766641500000,837977.77
1766641500000,122.3,122.45,122.3,122.38,4729.413,1766642400000,578729.47
1766641500000,122.3,122.45,122.3,122.38,4729.413,1766642400000,578729.47
1766641500000,122.3,122.45,122.3,122.38,4729.413,1766642400000,578729.47
1766641500000,122.3,122.45,122.3,122.38,4729.413,1766642400000,578729.47
1766641500000,122.3,122.45,122.3,122.38,4729.413,1766642400000,578729.47
1766642400000,122.38,122.38,122.17,122.19,7887.211,1766643300000,964544.25
1766642400000,122.38,122.38,122.17,122.19,7887.211,1766643300000,964544.25
1766642400000,122.38,122.38,122.17,122.19,7887.211,1766643300000,964544.25
1766642400000,122.38,122.38,122.17,122.19,7887.211,1766643300000,964544.25
1766642400000,122.38,122.38,122.17,122.19,7887.211,1766643300000,964544.25
1766643300000,122.19,122.34,122.19,122.3,4608.194,1766644200000,563351.63
1766643300000,122.19,122.34,122.19,122.3,4608.194,1766644200000,563351.63
1766643300000,122.19,122.34,122.19,122.3,4608.194,1766644200000,563351.63
1766643300000,122.19,122.34,122.19,122.3,4608.194,1766644200000,563351.63
1766643300000,122.19,122.34,122.19,122.3,4608.194,1766644200000,563351.63
1766644200000,122.3,122.5,122.24,122.44,7418.094,1766645100000,907476.21
1766644200000,122.3,122.5,122.24,122.44,7418.094,1766645100000,907476.21
1766644200000,122.3,122.5,122.24,122.44,7418.094,1766645100000,907476.21
1766644200000,122.3,122.5,122.24,122.44,7418.094,1766645100000,907476.21
1766644200000,122.3,122.5,122.24,122.44,7418.094,1766645100000,907476.21
1766645100000,122.44,122.5,122.37,122.44,3673.344,1766646000000,449736.97
1766645100000,122.44,122.5,122.37,122.44,3673.344,1766646000000,449736.97
1766645100000,122.44,122.5,122.37,122.44,3673.344,1766646000000,449736.97
1766645100000,122.44,122.5,122.37,122.44,3673.344,1766646000000,449736.97
1766645100000,122.44,122.5,122.37,122.44,3673.344,1766646000000,449736.97
1766646000000,122.44,122.47,122.15,122.23,5098.615,1766646900000,623543.4
1766646000000,122.44,122.47,122.15,122.23,5098.615,1766646900000,623543.4
1766646000000,122.44,122.47,122.15,122.23,5098.615,1766646900000,623543.4
1766646000000,122.44,122.47,122.15,122.23,5098.615,1766646900000,623543.4
1766646000000,122.44,122.47,122.15,122.23,5098.615,1766646900000,623543.4
1766646900000,122.23,122.24,122.07,122.19,4998.389,1766647800000,610507.8
1766646900000,122.23,122.24,122.07,122.19,4998.389,1766647800000,610507.8
1766646900000,122.23,122.24,122.07,122.19,4998.389,1766647800000,610507.8
1766646900000,122.23,122.24,122.07,122.19,4998.389,1766647800000,610507.8
1766646900000,122.23,122.24,122.07,122.19,4998.389,1766647800000,610507.8
1766647800000,122.19,122.21,122.11,122.13,2364.885,1766648700000,288869
1766647800000,122.19,122.21,122.11,122.13,2364.885,1766648700000,288869
1766647800000,122.19,122.21,122.11,122.13,2364.885,1766648700000,288869
1766647800000,122.19,122.21,122.11,122.13,2364.885,1766648700000,288869
1766647800000,122.19,122.21,122.11,122.13,2364.885,1766648700000,288869
1766648700000,122.13,122.38,122.09,122.27,6408.013,1766649600000,783079.44
1766648700000,122.13,122.38,122.09,122.27,6408.013,1766649600000,783079.44
1766648700000,122.13,122.38,122.09,122.27,6408.013,1766649600000,783079.44
1766648700000,122.13,122.38,122.09,122.27,6408.013,1766649600000,783079.44
1766648700000,122.13,122.38,122.09,122.27,6408.013,1766649600000,783079.44
1766649600000,122.27,122.63,122.22,122.31,7166.005,1766650500000,876876.39
1766649600000,122.27,122.63,122.22,122.31,7166.005,1766650500000,876876.39
1766649600000,122.27,122.63,122.22,122.31,7166.005,1766650500000,876876.39
1766649600000,122.27,122.63,122.22,122.31,7166.005,1766650500000,876876.39
1766649600000,122.27,122.63,122.22,122.31,7166.005,1766650500000,876876.39
1766650500000,122.31,122.34,121.62,121.77,14841.985,1766651400000,1809061.12
1766650500000,122.31,122.34,121.62,121.77,14841.985,1766651400000,1809061.12
1766650500000,122.31,122.34,121.62,121.77,14841.985,1766651400000,1809061.12
1766650500000,122.31,122.34,121.62,121.77,14841.985,1766651400000,1809061.12
1766650500000,122.31,122.34,121.62,121.77,14841.985,1766651400000,1809061.12
1766651400000,121.77,122.04,121.75,122.02,6894.235,1766652300000,840445.45
1766651400000,121.77,122.04,121.75,122.02,6894.235,1766652300000,840445.45
1766651400000,121.77,122.04,121.75,122.02,6894.235,1766652300000,840445.45
1766651400000,121.77,122.04,121.75,122.02,6894.235,1766652300000,840445.45
1766651400000,121.77,122.04,121.75,122.02,6894.235,1766652300000,840445.45
1766652300000,122.02,122.2,121.92,122.09,6012.154,1766653200000,733882.9
1766652300000,122.02,122.2,121.92,122.09,6012.154,1766653200000,733882.9
1766652300000,122.02,122.2,121.92,122.09,6012.154,1766653200000,733882.9
1766652300000,122.02,122.2,121.92,122.09,6012.154,1766653200000,733882.9
1766652300000,122.02,122.2,121.92,122.09,6012.154,1766653200000,733882.9
1766653200000,122.09,122.11,121.79,121.9,4990.337,1766654100000,608372.08
1766653200000,122.09,122.11,121.79,121.9,4990.337,1766654100000,608372.08
1766653200000,122.09,122.11,121.79,121.9,4990.337,1766654100000,608372.08
1766653200000,122.09,122.11,121.79,121.9,4990.337,1766654100000,608372.08
1766653200000,122.09,122.11,121.79,121.9,4990.337,1766654100000,608372.08
1766654100000,121.9,122.05,121.83,121.99,3645.906,1766655000000,444606.28
1766654100000,121.9,122.05,121.83,121.99,3645.906,1766655000000,444606.28
1766654100000,121.9,122.05,121.83,121.99,3645.906,1766655000000,444606.28
1766654100000,121.9,122.05,121.83,121.99,3645.906,1766655000000,444606.28
1766654100000,121.9,122.05,121.83,121.99,3645.906,1766655000000,444606.28
1766655000000,121.99,122.07,121.91,122.03,2323.088,1766655900000,283360.22
1766655000000,121.99,122.07,121.91,122.03,2323.088,1766655900000,283360.22
1766655000000,121.99,122.07,121.91,122.03,2323.088,1766655900000,283360.22
1766655000000,121.99,122.07,121.91,122.03,2323.088,1766655900000,283360.22
1766655000000,121.99,122.07,121.91,122.03,2323.088,1766655900000,283360.22
1766655900000,122.03,122.17,122.02,122.09,4290.388,1766656800000,523857.23
1766655900000,122.03,122.17,122.02,122.09,4290.388,1766656800000,523857.23
1766655900000,122.03,122.17,122.02,122.09,4290.388,1766656800000,523857.23
1766655900000,122.03,122.17,122.02,122.09,4290.388,1766656800000,523857.23
1766655900000,122.03,122.17,122.02,122.09,4290.388,1766656800000,523857.23
1766656800000,122.09,122.1,121.69,121.72,4711.033,1766657700000,573937.8
1766656800000,122.09,122.1,121.69,121.72,4711.033,1766657700000,573937.8
1766656800000,122.09,122.1,121.69,121.72,4711.033,1766657700000,573937.8
